hour_of_day,day_of_week,severity_numeric,source_type_numeric,src_bytes,dst_bytes,event_freq_1m,protocol,dst_port,threat_intel_flag,duration,same_srv_rate,diff_srv_rate,serror_rate,rerror_rate,count,srv_count,dst_host_count,dst_host_srv_count,label
13.0,3.0,0.0,1.0,10.0,0.0,0.0,6.0,8020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.0,4.0,0.0,1.0,61.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.0,5.0,0.0,1.0,61.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.0,0.0,2.0,1.0,98.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16.0,4.0,1.0,9.0,0.0,0.0,857142.8571428573,6.0,22.0,0.0,7e-05,0.7759281292149014,0.2240718707850986,0.006956690710861374,0.0019056306762485354,16.532037241024355,13.0,1.0545005533238712,1.0,1
12.0,3.0,0.0,9.0,168.0,0.0,0.0,17.0,111.0,0.0,0.0,0.0065525571852766695,0.9934474428147233,0.002180357968766474,0.008319753786621042,30.352777284662295,1.0,70.40554016753984,1.038202711450825,1
15.0,0.0,1.0,1.0,39.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20.0,4.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,6.0,2.0,10.0,1032.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,511.0,511.0,255.0,148.0,1
19.0,0.0,1.0,3.0,200.0,0.0,1000000.0,0.0,0.0,0.0,7e-06,0.7775701883271467,0.22242981167285325,0.03864775781967426,0.004402381512870411,8.927304958715274,7.0,1.4547614194692164,1.0,1
4.0,2.0,2.0,10.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12,0.05,0.0,0.0,42.0,5.0,255.0,10.0,0
1.0,2.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.0,1.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.0,1.0,0.0,8.0,43.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,5.0,1.0,8.0,55.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,1.0,3.0,1.0,102.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,6.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3.0,3.0,0.0,1.0,59.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,6.0,1.0,3.0,78.0,0.0,1000000.0,17.0,520.0,0.0,1e-05,0.5273557153988373,0.4726442846011627,0.00562614378682259,0.03367251066180185,23.77072518139656,13.0,1.705843065880501,1.4121047459603513,1
14.0,1.0,0.0,9.0,40.0,0.0,60000.0,1.0,0.0,0.0,0.001,0.8560728350949977,0.14392716490500235,0.0033469372243114075,0.0009738966947335349,2.155263259776045,2.0,1.0,1.223068818607571,0
10.0,0.0,0.0,1.0,62.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.0,0.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3.0,6.0,0.0,3.0,1684.0,10168.0,49.02994258593723,6.0,80.0,0.0,1.223742,0.87055730972282,0.12944269027718003,0.009820813827026183,0.00879141338649694,1.386598766868595,1.0,2.4054809417306116,1.7391526624941862,0
19.0,5.0,2.0,10.0,29.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,32.0,17.0,0
15.0,3.0,0.0,1.0,109.0,0.0,0.0,6.0,8020.0,0.0,9770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6.0,2.0,1.0,9.0,320.0,1864.0,239.0438247011952,6.0,45714.0,0.0,0.251,0.6950695806600825,0.3049304193399175,0.008458331588592721,0.008404970187548974,1.0500688740208393,1.0,1.286569026615383,1.0,0
4.0,2.0,2.0,9.0,114.0,0.0,0.0,17.0,53.0,0.0,0.0,0.5912130325803963,0.40878696741960374,0.0037376374564908445,0.0037109062202810724,5.449425177358244,3.0,1.089154428978271,1.0,1
10.0,2.0,1.0,9.0,160.0,80.0,58.8235294117647,6.0,8089.0,0.0,1.02,0.683104418957089,0.31689558104291105,0.039509861433621285,0.005418542585120491,19.35646747672019,13.0,1.3406928881808486,1.1080366363056209,1
21.0,3.0,1.0,9.0,112.0,60.0,60000.0,6.0,80.0,0.0,0.001,0.7260878419814811,0.27391215801851887,0.5848640478948077,0.002695866362157351,434.72763707596084,316.0,2.4500972535596386,1.4637449601135046,1
20.0,3.0,2.0,9.0,112.0,60.0,60000.0,6.0,443.0,0.0,0.001,0.8071770111109792,0.19282298888902083,0.7508257919183652,0.021000241124485584,113.92821098487771,92.0,2.2001008215119104,1.3463965164539633,1
20.0,0.0,1.0,10.0,1609.0,335.0,60.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,108.0,151.0,0
20.0,4.0,2.0,8.0,39.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20.0,4.0,1.0,9.0,411.0,11632.0,5.019814042662061,6.0,80.0,0.0,11.952634,0.6957634004000534,0.30423659959994664,0.6767824074948354,0.012585367487998544,334.237088865187,233.0,4.831345214926205,1.9163185092931727,1
13.0,3.0,0.0,9.0,2487.0,3498.0,3000.0,6.0,21.0,0.0,0.02,0.8569287045619403,0.14307129543805974,0.009346761513584717,0.007122106168187678,2.321722286101542,2.0,1.8416612436881785,1.0484964421017775,0
16.0,1.0,2.0,9.0,44.0,0.0,60000.0,6.0,10012.0,0.0,0.001,0.8504435655798601,0.14955643442013988,0.0008900758952803108,0.005457956694333815,2.720239981532597,2.0,4.076675266006622,1.5873452747633259,0
9.0,4.0,3.0,1.0,101.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.0,2.0,0.0,8.0,38.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,89.0,0.0,0.0,6.0,8020.0,0.0,30929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11.0,2.0,0.0,8.0,33.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.0,4.0,1.0,9.0,9075.0,4002.0,0.5026343906136044,6.0,443.0,0.0,119.37106,0.8151738278696297,0.18482617213037034,0.0018474523261111113,0.021234468685314766,1.7650124442162847,1.0,1.48516778304727,1.1773641991334693,0
15.0,6.0,-0.0,9.0,14.0,0.0,242914.97975708504,6.0,21.0,0.0,0.000247,0.4862564724287628,0.5137435275712372,0.01048868489797652,0.006434665016042321,12.378519773353798,6.0,1.837926965444958,1.506378838118291,1
12.0,5.0,1.0,9.0,6.0,6.0,52.405774417597165,6.0,80.0,0.0,1.144912,0.8906458733706071,0.10935412662939292,0.0024536871979359103,0.013239479867991628,3.525722871059353,3.0,2.2007293405307533,1.3276184878777035,0
14.0,1.0,0.0,9.0,44.0,0.0,60000.0,6.0,5901.0,0.0,0.001,0.16157387901991116,0.8384261209800888,0.017973678560531895,0.004971764348736389,62.410408380538705,10.0,40.17731907054868,1.4012199760758786,1
9.0,0.0,0.0,2.0,1413.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.0,0.0,0.0,8.0,295.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10.0,4.0,1.0,1.0,44.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,5.0,1.0,9.0,0.0,0.0,10.588331834790258,6.0,80.0,0.0,5.666615,0.7212174700502989,0.2787825299497011,0.020260165408640337,0.0322602565813804,7.7375159506177456,6.0,1.157100542472856,1.1873095145851935,1
4.0,2.0,1.0,9.0,19572.0,1784.0,19.448946515397083,6.0,25.0,0.0,3.085,0.300491459312846,0.699508540687154,0.006791532492248535,0.000407509853863229,11.532620827639814,3.0,1.8032722933268044,1.0,1
14.0,1.0,0.0,9.0,44.0,0.0,60000.0,6.0,2967.0,0.0,0.001,0.7904020607342619,0.2095979392657381,0.006329770388294999,0.006074994718262688,1.3776438634211379,1.0,1.6974238253580252,1.5661349029926808,0
19.0,1.0,3.0,8.0,46.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12.0,5.0,1.0,10.0,28.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,33.0,105.0,33.0,1
7.0,5.0,1.0,9.0,84.0,116.0,389610.3896103896,6.0,53.0,0.0,0.000154,0.825829146429213,0.174170853570787,0.017206157848489178,0.00934361521325648,1.9841137144215961,2.0,1.105773226342904,1.6461131153569468,0
12.0,0.0,0.0,1.0,89.0,0.0,0.0,6.0,8020.0,0.0,53482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,3.0,1.0,8.0,55.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,1.0,1.0,9.0,44.0,0.0,60000.0,6.0,1216.0,0.0,0.001,0.8097404365422366,0.1902595634577634,0.008702445803287868,0.0009048578127610438,1.0,1.0,2.692684374764125,2.5613665780504937,0
16.0,3.0,1.0,9.0,14.0,0.0,1000000.0,6.0,21.0,0.0,3e-06,0.5039538806251761,0.4960461193748239,0.004458047488796647,0.005756095838584985,20.473990999104622,10.0,2.7378560483190597,1.1687870508793003,1
14.0,6.0,0.0,2.0,194.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,2.0,0.0,8.0,3.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,5.0,2.0,9.0,642.0,4032.0,10.321318114893817,6.0,443.0,0.0,5.813211,0.9668610295536625,0.03313897044633751,0.0005473972301123802,0.0027192448350354865,1.5357944738635039,1.0,1.28460793113111,2.836642912245776,0
22.0,4.0,1.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.13,0.06,1.0,0.0,132.0,17.0,255.0,11.0,1
9.0,1.0,0.0,1.0,45.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,2.0,0.0,2.0,355.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.0,4.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,4.0,0.0,9.0,52.0,52.0,60000.0,6.0,56144.0,0.0,0.001,0.709370081031782,0.290629918968218,0.0009314397291122787,0.026201082764499017,2.091083091666653,1.0,3.075349392917739,1.1278989001713027,0
18.0,3.0,1.0,9.0,60.0,52.0,60000.0,6.0,52558.0,0.0,0.001,0.6848717199871053,0.3151282800128947,0.0053135081997934975,0.005608824077528178,1.2101299695415655,1.0,4.050775096301798,1.104599623279646,0
9.0,0.0,3.0,1.0,100.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12.0,1.0,0.0,1.0,115.0,0.0,0.0,6.0,8020.0,0.0,33948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10.0,2.0,0.0,9.0,104.0,0.0,0.0,17.0,520.0,0.0,0.0,0.4535546717566909,0.546445328243309,0.005587845134515247,0.005251719021511126,9.799730733023793,4.0,1.2341121877465508,1.0883566488611724,1
1.0,6.0,1.0,3.0,200.0,0.0,1000000.0,0.0,0.0,0.0,7e-06,0.6723188944664252,0.32768110553357477,0.9342746774512787,0.02043049761906238,268.26219393860265,180.0,2.120951361965564,1.2912050698331519,1
10.0,1.0,0.0,1.0,71.0,0.0,0.0,6.0,8020.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.0,0.0,3.0,1.0,72.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,0.0,1.0,77.0,0.0,0.0,6.0,8020.0,0.0,11016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.0,2.0,1.0,9.0,1031.0,1474.0,8571.42857142857,6.0,21.0,0.0,0.007,0.9272675086166333,0.07273249138336668,0.009117782718752791,0.0038777721558767913,1.0,1.0,2.899627288576281,1.2118479826882784,0
8.0,4.0,0.0,8.0,3.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.0,0.0,1.0,9.0,462.0,11632.0,6.29617390955777,6.0,80.0,0.0,9.529597,0.9627659004399232,0.03723409956007684,0.45954056678667177,0.006907465244658642,298.03736219586096,287.0,1.2921225694490346,1.3539963583259924,1
9.0,6.0,3.0,1.0,141.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11.0,5.0,0.0,1.0,62.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.0,1.0,2.0,1.0,93.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.0,0.0,0.0,1.0,71.0,0.0,0.0,6.0,8020.0,0.0,2490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,6.0,0.0,2.0,1305.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,4.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13.0,3.0,1.0,9.0,2974.0,33374.0,909.090909090909,6.0,61161.0,0.0,0.066,0.40009281433688526,0.5999071856631147,0.0007776832848567364,0.01277055524857546,2.6488520166535654,1.0,1.3265527481854014,1.3285360384917315,0
7.0,5.0,1.0,9.0,617.0,752.0,1200.0,6.0,80.0,0.0,0.05,0.7877340806411028,0.21226591935889716,5.09877753640283e-05,0.005228644879941252,14.523878354886328,11.0,2.055136381114415,1.368870221989486,1
19.0,2.0,1.0,3.0,114.0,0.0,1000000.0,17.0,53.0,0.0,7e-06,0.31297572680501445,0.6870242731949856,0.003427665562662257,0.028217518426218776,13.758844758707644,4.0,1.8331322929339553,1.6907751697822502,1
8.0,1.0,0.0,3.0,2048.0,2410.0,11707.31707317073,6.0,5190.0,0.0,0.005125,0.9585939644671483,0.041406035532851715,0.0014834538128169984,0.0182472295334139,4.560713694196713,4.0,2.3561315102333458,1.535301154634313,0
1.0,4.0,3.0,1.0,112.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.0,4.0,2.0,8.0,39.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.0,3.0,1.0,10.0,219.0,6718.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,40.0,255.0,0
9.0,0.0,4.0,1.0,39.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21.0,1.0,2.0,1.0,87.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.0,0.0,1.0,3.0,424.0,8824.0,243.50847003628274,6.0,13891.0,0.0,0.246398,0.7234329635241815,0.2765670364758185,0.002502070884595275,0.012034666288938317,1.6561086011889503,1.0,1.3317232045800815,1.2034650370430542,0
20.0,3.0,0.0,9.0,67.0,67.0,30000.0,17.0,53.0,0.0,0.002,0.8528359677133127,0.14716403228668729,0.009336959355555534,0.010206800523489141,2.616522830578145,2.0,1.6614608175524088,1.0,0
22.0,1.0,1.0,3.0,132.0,164.0,59582.91956305858,17.0,53.0,0.0,0.001007,0.7054378012623411,0.2945621987376589,0.023186498985244608,0.0021852753402075158,1.9316649091154356,1.0,3.771628444189868,1.5977281619685268,0
16.0,1.0,-0.0,9.0,44.0,0.0,60000.0,6.0,587.0,0.0,0.001,0.08773847677284419,0.9122615232271558,0.007557675483686957,0.00908151359465748,95.60249560766293,8.0,14.222283339424415,1.7781702497938232,1
10.0,2.0,1.0,9.0,2766.0,26496.0,3750.0,6.0,11208.0,0.0,0.016,0.8385831452491321,0.16141685475086787,0.001147007394495139,0.0107709329270633,2.919117134842523,2.0,8.859965088079374,2.3338207544071716,0
8.0,1.0,1.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,26.0,2.0,1
15.0,1.0,0.0,2.0,1221.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12.0,6.0,-0.0,1.0,61.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,4.0,0.0,1.0,71.0,0.0,0.0,6.0,8020.0,0.0,5338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,1.0,1.0,1.0,60.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.0,5.0,2.0,10.0,1.0,0.0,0.0015428130624839291,6.0,0.0,0.0,38890.0,1.0,0.0,0.0,1.0,2.0,2.0,255.0,2.0,1
0.0,2.0,1.0,9.0,1094.0,816.0,48.03843074459567,6.0,445.0,0.0,1.249,0.5640161926294369,0.4359838073705631,0.006497868504655929,0.007112007352050181,6.787499474382324,4.0,2.9581415586236295,1.1276471300199606,1
18.0,1.0,1.0,10.0,105.0,146.0,0.0,17.0,0.0,0.0,0.0,0.14,0.29,0.0,0.0,7.0,1.0,195.0,178.0,0
14.0,1.0,2.0,9.0,40.0,0.0,60000.0,6.0,80.0,0.0,0.001,0.9191589361822787,0.08084106381772127,0.04448795629505691,0.0007304661565232047,2.1575140974264633,2.0,1.0,1.0,0
4.0,2.0,1.0,9.0,2750.0,26584.0,1395.3488372093025,6.0,63824.0,0.0,0.043,0.6549670727549645,0.34503292724503554,0.002860042587786052,0.0013035360001419874,1.0620296459692857,1.0,1.340813029781023,1.3289633692682423,0
1.0,2.0,1.0,9.0,764.0,256.0,175.95307917888562,6.0,80.0,0.0,0.341,0.17006475337985355,0.8299352466201464,0.0001680651150803508,0.00902635888557307,123.3261309842123,21.0,80.76250142450665,1.154597253964601,1
8.0,5.0,1.0,9.0,635.0,159.0,11.748640192803018,6.0,443.0,0.0,5.106974,0.9029688003868759,0.09703119961312412,0.0008881991687878766,0.014592638282217804,2.7171038175162168,2.0,1.0787742030213177,1.0109667054559177,0
11.0,4.0,2.0,1.0,55.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.0,6.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10.0,1.0,0.0,8.0,223.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,2.0,0.0,1.0,97.0,0.0,0.0,6.0,8020.0,0.0,8276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.0,3.0,1.0,1.0,24.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.0,5.0,1.0,3.0,4748.0,268.0,150.7768778631901,6.0,80.0,0.0,0.397939,0.593158040226929,0.406841959773071,0.025848469672110803,0.003908747404188947,21.728242024325684,13.0,3.6244378942737234,1.239823448405835,1
1.0,0.0,-0.0,1.0,28.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.0,4.0,3.0,8.0,39.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17.0,5.0,1.0,3.0,130.0,162.0,60362.17303822937,17.0,53.0,0.0,0.000994,0.5579666874014204,0.4420333125985796,0.013306228875394642,0.005792187817578526,2.7233451569232803,2.0,1.3918859047920031,1.4972220187040666,0
15.0,0.0,1.0,10.0,44.0,122.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,254.0,255.0,255.0,211.0,0
16.0,1.0,1.0,9.0,84.0,44.0,30000.0,6.0,443.0,0.0,0.002,0.11065416023959271,0.8893458397604073,0.009260023655398771,0.010002001547317856,58.42976076855338,6.0,43.354901983037685,1.1825888032003442,1
13.0,3.0,0.0,8.0,3.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,1.0,1.0,9.0,44.0,0.0,60000.0,6.0,9999.0,0.0,0.001,0.8211119239189619,0.17888807608103807,0.006039011834699899,0.008278173406269025,1.0,1.0,1.3348678684628617,1.0,0
6.0,5.0,0.0,1.0,74.0,0.0,0.0,6.0,8020.0,0.0,23568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,3.0,0.0,2.0,1283.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,4.0,1.0,3.0,200.0,0.0,1000000.0,0.0,0.0,0.0,5e-06,0.9329211603630595,0.0670788396369405,0.37427295600484495,0.0011490163943725703,391.32462319428737,365.0,1.172048729529384,2.227281710517106,1
12.0,0.0,0.0,8.0,3.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,2.0,2.0,9.0,146.0,178.0,60000.0,17.0,53.0,0.0,0.001,0.8279329939791503,0.17206700602084968,0.005493589257993987,0.001670690973486375,2.5369666887379427,2.0,2.5372598842077156,1.3631307344506118,0
8.0,6.0,2.0,8.0,39.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18.0,0.0,1.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.03,0.94,270.0,1.0,255.0,1.0,1
14.0,1.0,1.0,9.0,84.0,44.0,60000.0,6.0,443.0,0.0,0.001,0.038426251463558714,0.9615737485364413,0.004376942982703671,0.0006977360936711089,70.3978052730993,3.0,81.0975009254095,1.0,1
9.0,1.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,0.0,0.0,8.0,253.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10.0,2.0,1.0,10.0,28.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,65.0,255.0,65.0,1
14.0,4.0,0.0,8.0,3.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.0,4.0,0.0,8.0,17.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13.0,3.0,1.0,9.0,0.0,0.0,10.10827478536342,6.0,80.0,0.0,5.935731,0.8153082084631166,0.18469179153688342,0.0009823963774781774,0.008434804680109594,1.0,1.0,3.5171741528524607,1.3452062745825248,0
5.0,3.0,1.0,9.0,16.0,0.0,0.5555434776288383,6.0,80.0,0.0,108.002348,0.6527669304241205,0.3472330695758795,0.571195800607088,0.004683486844485893,270.74585426137503,177.0,1.3603857610268184,1.0,1
4.0,4.0,0.0,10.0,1244.0,2451.0,60.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,235.0,63.0,1
8.0,4.0,1.0,10.0,6.0,109.0,15.0,6.0,0.0,0.0,4.0,0.33,1.0,0.0,0.33,3.0,1.0,255.0,1.0,1
1.0,6.0,1.0,10.0,2017.0,331.0,60.0,6.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,2.0,2.0,204.0,163.0,0
6.0,2.0,0.0,1.0,75.0,0.0,0.0,6.0,8020.0,0.0,21981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.0,2.0,0.0,1.0,10.0,0.0,0.0,6.0,8020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10.0,3.0,3.0,8.0,72.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14.0,1.0,1.0,9.0,44.0,0.0,60000.0,6.0,1287.0,0.0,0.001,0.842241618758926,0.157758381241074,0.002870656851165966,1.1849072935570995e-05,2.0402006591520414,2.0,3.058427405635596,2.0938102201076827,0
22.0,1.0,1.0,10.0,1.0,0.0,0.0026718916993231207,6.0,0.0,0.0,22456.0,1.0,0.0,0.0,1.0,2.0,2.0,255.0,2.0,1
10.0,2.0,1.0,1.0,62.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,0.0,1.0,3.0,360.0,0.0,57.7483346823986,0.0,0.0,0.0,1.038991,0.3202999211745464,0.6797000788254536,0.009075013786276368,0.011680995693942358,3.555140309617617,1.0,1.6570606144947733,1.4775331064456458,1
14.0,1.0,1.0,9.0,44.0,0.0,60000.0,6.0,2179.0,0.0,0.001,0.7761995407538166,0.22380045924618341,0.02283582077425743,0.00178589216674061,1.5299486196478624,1.0,1.4318538100063525,1.0,0
14.0,1.0,1.0,9.0,40.0,0.0,60000.0,6.0,80.0,0.0,0.001,0.889962067612857,0.11003793238714299,0.0010785566070603133,0.002085982795233675,1.8889832251597602,2.0,4.652899943310974,2.2544282251020236,0
